port2,level2,country,direction,n,port,n_ship_voyages
acapulco,NA,mexico,destination,2,ACAPULCO,2
accra,NA,ghana,origin,5,ACCRA,2
accra,NA,ghana,origin,5,ACARA,1
accra,NA,ghana,origin,5,ACCRAH,1
accra,NA,ghana,origin,5,ACCRAW,1
accra,NA,ghana,destination,4,DIXCOVE,4
accra,NA,ghana,destination,1,CAPE APPALONIA,1
aden,NA,yemen,destination,2,GULF OF ADEN,2
aden,NA,yemen,origin,1,ADEN,1
algiers,NA,algeria,destination,1,ALGIERS,1
algiers,NA,algeria,origin,1,ALGECIRAS,1
all saints bay,NA,brazil,destination,1,ALL SAINTS BAY,1
all saints bay,NA,brazil,destination,1,ALLERHEILIGEN BAAIJ,1
all saints bay,NA,brazil,origin,1,BAHIA,1
allicanten,NA,NA,origin,1,ALLICANTEN,1
ambon,NA,indonesia,origin,2,AMBOYNA,2
ambon,NA,indonesia,origin,1,AMBOINE,1
américa,NA,NA,destination,1,AMÉRICA,1
américa,NA,NA,destination,1,AMÉRICA MERIDIONAL,1
américa,NA,NA,destination,1,AMÉRICA SEPTENTRIONAL(NOKA),1
américa,NA,NA,destination,1,COSTA FIRME DE LA AMÉRICA,1
amsterdam,NA,netherlands,origin,8,AMSTERDAM,8
amsterdam,NA,netherlands,origin,1,URK,1
anchuthengu,kerala,india,origin,7,ANJENGO,7
anchuthengu,kerala,india,origin,1,ANJANGO,1
anchuthengu,kerala,india,origin,1,ANJANGO ROAD,1
angola,NA,angola,destination,1,ANGOLA,1
anguilla,NA,st kitts and nevis,origin,4,ANGUILLA,4
anguilla,NA,anguilla,origin,1,CUL DE SAC,1
anna de chaces,NA,NA,origin,1,ANNA DE CHACES,1
annobón,NA,equatorial guinea,origin,3,ANNABONA,3
antigua,NA,antigua,origin,48,ST JOHNS ANTIGUA,2
antigua,NA,antigua,origin,48,ST JOHN'S ANTIGUA,1
antigua,NA,antigua,origin,48,ST JOHNS ON A CRUISE TO BERMUDA AND BACK,1
antigua,NA,antigua,origin,48,ST JOHNS ROAD (ANTIGUA),1
antigua,NA,antigua,origin,48,"ST JOHNS, ANTIGUA",1
antigua,NA,antigua,destination,28,ANTIGUA,27
antigua,NA,antigua,destination,28,ST JOHNS (ANTIGUA),1
antigua,NA,antigua,origin,6,ST JOHNS ANTIGUA,2
antigua,NA,antigua,origin,6,ST JOHN'S ANTIGUA,1
antigua,NA,antigua,origin,6,ST JOHNS ON A CRUISE TO BERMUDA AND BACK,1
antigua,NA,antigua,origin,6,ST JOHNS ROAD (ANTIGUA),1
antigua,NA,antigua,origin,6,"ST JOHNS, ANTIGUA",1
antigua,NA,antigua,destination,3,ANTIGUA,27
antigua,NA,antigua,destination,3,ST JOHNS (ANTIGUA),1
apolonia,NA,ghana,destination,1,APOLONIA,1
aquofort harbour,newfoundland,canada,destination,1,"AQUOFORT HARBOUR, NEWFOUNDLAND",1
ascension island,NA,"british overseas territory of saint helena, ascension and tristan da cunha",origin,5,ASCENSION,5
ascension island,NA,"british overseas territory of saint helena, ascension and tristan da cunha",destination,1,ISLA DE LA ASCENSION,1
avatscha,NA,russia,origin,1,AVATSCHA,1
axim,NA,ghana,origin,2,AXIM,2
axim,NA,ghana,destination,2,GUINEE,2
axim,NA,ghana,destination,1,AXIM FORT,1
axim,NA,ghana,destination,1,GUINNEE,1
axim,NA,ghana,origin,1,GUINNEE (KAAP AXIM),1
axim,NA,ghana,destination,1,GULF OF GUINEE,1
bahamas,NA,bahamas,origin,2,CROOKED ISLAND (BAHAMAS),2
bahamas,NA,bahamas,destination,2,"NASSAU, BAHAMAS",2
bahamas,NA,bahamas,destination,2,NEW PROVIDENCE BAHAMAS,2
bahamas,NA,bahamas,origin,1,BAHAMAS,1
bahamas,NA,bahamas,destination,1,CANAL DE BAHAMA,1
bahamas,NA,bahamas,origin,1,MAYAGUANA (BAHAMAS),1
bahamas,NA,bahamas,destination,1,PROVIDENCE (BAHAMAS),1
bahamas,NA,bahamas,origin,1,EGG ISLAND,1
bali,NA,indonesia,origin,3,BALI,2
bali,NA,indonesia,origin,3,BALI (JAVA),1
bali,NA,indonesia,destination,1,SUMBAVA (E BALI),1
bali,NA,indonesia,origin,1,LOMBOCK,1
bali,NA,indonesia,origin,1,LOMBOCK (NR BALI),1
baltimore,maryland,united states,origin,1,BALTIMORE,1
baltimore,maryland,united states,destination,1,BALTIMORE HARBOUR,1
banda aceh,NA,indonesia,origin,6,ACHEAN,1
banda aceh,NA,indonesia,origin,6,ACHEAN HEAD,1
banda aceh,NA,indonesia,origin,6,"ACHEAN HEAD, SUMATRA",1
banda aceh,NA,indonesia,origin,6,ACHEEN (SUMATRA),1
banda aceh,NA,indonesia,origin,6,"ACHEEN HEAD, SUMATRA",1
banda aceh,NA,indonesia,origin,6,PISANG (SUMATRA),1
banda aceh,NA,indonesia,destination,5,ACHEEN,3
banda aceh,NA,indonesia,destination,5,ACHEAN ROAD,1
banda aceh,NA,indonesia,destination,5,ACHEEN ROAD (SUMATRA),1
banda aceh,sumatra,indonesia,origin,1,MOCA MOCA SUMATRA,1
bandar abbas,NA,iran,origin,1,GAMRON,1
bandar abbas,NA,iran,destination,1,GOMBROON,1
bangkok,NA,thailand,origin,1,ZIAM,1
banjar,NA,indonesia,destination,1,BANJAR ROAD,1
banjarmasin,NA,indonesia,origin,1,RIVER BANJOR,1
banyuwangi,NA,indonesia,origin,1,FORT BANJOEWANGIE,1
barbados,NA,barbados,destination,101,BARBADOS,64
barbados,NA,barbados,destination,101,CARLISLE BAY,13
barbados,NA,barbados,destination,101,BARBADOES,5
barbados,NA,barbados,destination,101,CARLISE BAY,4
barbados,NA,barbados,destination,101,CARLISE BAY BARBADOS,4
barbados,NA,barbados,destination,101,CARLISLE BAY BARBADOS,3
barbados,NA,barbados,destination,101,"CARLISLE BAY, BARBADOS",3
barbados,NA,barbados,destination,101,"CALISLE BAY, BARBADOS",1
barbados,NA,barbados,destination,101,CARLISE BAY BARBADOES,1
barbados,NA,barbados,destination,101,CARLISE BAY VIA FUNCHAL,1
barbados,NA,barbados,destination,101,CARLISLE BAY (BARBADOES),1
barbados,NA,barbados,destination,101,EAST END OF BARBADOS (THEN CARLISLE BAY),1
barbados,NA,barbados,origin,1,BARBADOS (CRUISING),1
barbados,NA,barbados,origin,1,BARBUDA,1
barbados,NA,barbados,origin,1,LA BARBADE,1
bardados,NA,barbados,destination,1,BARDADOS,1
barnstable bay,massachusetts,united states,origin,1,BARNSTABLE BAY,1
bayonne,NA,france,origin,1,BAYONNE,1
beachy head,NA,uk,origin,1,BEACHY HEAD,1
belle île,NA,NA,origin,1,BELLE ISLAND,1
belle isle,NA,domincan republic,origin,1,BELLE ISLE,1
bellesoor,NA,NA,destination,1,BELLESOOR,1
bergen,NA,norway,destination,7,BERGEN,4
bergen,NA,norway,destination,7,BERGEN (NORWAY),2
bergen,NA,norway,destination,7,BERGEN/NOORWEGEN,1
bermuda,NA,bermuda,destination,8,BERMUDA,8
bermuda,NA,bermuda,destination,2,"MURRAYS ANCHORAGE, BERMUDA",2
bermuda,NA,bermuda,destination,2,ST GEORGES BERMUDA,2
bermuda,NA,bermuda,origin,1,"MURRAY'S ANCHORAGE, BERMUDA",1
bermuda,NA,bermuda,destination,1,"ST GEORGES BAY, GRENADA",1
berwick,NA,NA,destination,1,BERWICK,1
bic,newfoundland,canada,origin,7,ISLE OF BEC,1
bic,newfoundland,canda,destination,1,"BIC ROAD, NF",1
bilbao,NA,spain,destination,2,BILBAO,2
bissau,NA,guinea-bissau,destination,13,GUINEA,11
bissau,NA,guinea-bissau,destination,13,GOLF VAN GUINEEGUINEA,1
bissau,NA,guinea-bissau,origin,7,GULF OF GUINEA,3
bissau,NA,guinea-bissau,origin,7,COASTAL GULF OF GUINEA,2
bissau,NA,guinea-bissau,origin,7,"ST THOMAS, GULF OF GUINEA",2
bissau,NA,guinea-bissau,origin,1,BOCHT VAN GUINEE,1
bombay,NA,india,destination,40,BOMBAY,38
bombay,NA,india,destination,40,BOMBAY VIA JOHANNA,1
bombay,NA,india,destination,40,"BOMBAY, VIA FALSE BAY",1
bombay,NA,india,destination,2,BOMBAY HARBOUR,2
bona vista,NA,NA,origin,1,BONA VISTA,1
bonrou,NA,NA,origin,1,BONROU,1
bordaux,NA,france,destination,1,CRUISING BAY BISCAY,1
bordeaux,NA,france,origin,3,BORDEAUX,3
bordeaux,NA,france,destination,1,BAY OF BISCAY (CRUISING),1
bordeaux,NA,NA,origin,1,BISCAY,1
boston,NA,united states,origin,14,BOSTON,14
boston,massachusetts,united states,destination,2,BOSTON (CRUISING),1
boston,massachusetts,united states,destination,2,CAPE COD,1
boston,NA,united states,origin,1,SPECTACLE ISLAND (BOSTON),1
boston,massachusetts,united states,origin,1,NANTASKEN,1
boston,massachusetts,united states,destination,1,NANTASKET,1
boston,massachusetts,united states,destination,1,NANTUCKET,1
boston,massachusetts,united states,origin,1,NANTUSKET,1
brest,NA,france,destination,35,BREST,35
brest,NA,france,origin,1,PUERTO DE BRESTE,1
brest,NA,france,destination,1,CRUISE TO FINISTERRE,1
brest,NA,france,destination,1,CAPE FINNISTER,1
bristol,NA,uk,origin,1,BRISSEL,1
bristol,NA,uk,destination,1,BRISSELL HARBOUR,1
bristol,NA,uk,destination,1,BRISTOL CHANNEL,1
bristol,NA,uk,origin,1,BRIZZLE HARBOUR,1
brunswick,north carolina,united states,destination,2,BRUNSWICK,2
bucareli bay,alaska,united states,origin,1,BUCARELY,1
buenos aires,NA,argentina,origin,2,BUENOS AIRES,2
buenos aires,NA,argentina,origin,1,BUENO AIRES,1
buenos aires,NA,argentina,destination,1,DOMINIOS DE AMÉRICA,1
busque,NA,NA,destination,1,BUSQUE,1
buton,NA,indonesia,origin,1,BOUTON,1
caap monte,NA,NA,destination,2,CAAP MONTE,2
caap st jan,NA,NA,destination,1,CAAP ST JAN,1
cabendar road,NA,NA,destination,1,CABENDAR ROAD,1
cabo buena esperanza,NA,NA,destination,1,CABO BUENA ESPERANZA,1
cabo de gracias a dios,NA,NA,origin,1,CABO DE GRACIAS A DIOS,1
cabo san vicente y santa maría y vuelta,NA,NA,destination,1,CABO SAN VICENTE Y SANTA MARÍA Y VUELTA,1
cádiz,NA,spain,destination,103,CÁDIZ,59
cádiz,NA,spain,destination,103,CADIZ,33
cádiz,NA,spain,destination,103,BAHÍA DE CÁDIZ,4
cádiz,NA,spain,destination,103,CÁDIZ?,4
cádiz,NA,spain,destination,103,CÁDIZ ?,1
cádiz,NA,spain,destination,103,"CÁDIZ, LLEGANDO ANTES HASTA LAS AZORES",1
cádiz,NA,spain,destination,103,ESPAÑA (CÁDIZ?),1
cádiz,NA,spain,origin,5,CADIX,4
cádiz,NA,spain,origin,5,OFF CADIZ,1
cádiz,NA,spain,origin,1,CADISE,1
caicos,NA,NA,origin,1,CAICOS,1
calcutta,NA,india,origin,15,BENGAL,6
calcutta,NA,india,origin,15,KEDGEREE,6
calcutta,NA,india,origin,15,BENGALEN,1
calcutta,NA,india,origin,15,BENGALL,1
calcutta,NA,india,origin,15,COX'S ISLAND (BENGAL),1
calcutta,NA,india,destination,10,BENKULEU,3
calcutta,NA,india,destination,10,CALICUT,2
calcutta,NA,india,destination,10,"DIAMOND HARBOUR, BENGAL",2
calcutta,NA,india,destination,10,BENGAL VIA MADERIA,1
calcutta,NA,india,destination,10,BENKULEU VIA ST HELENA,1
calcutta,NA,india,destination,10,MERGUI ROAD (BAY OF BENGAL),1
calcutta,NA,india,origin,5,CALCUTTA,5
calcutta,NA,india,destination,1,BALLISORE (BALESHWAR) ROAD,1
calcutta,NA,india,origin,1,SAUGER ROADS,1
calcutta,NA,india,origin,1,SAUGOR  ROADS,1
calcutta,NA,india,origin,1,SAUGOR ROAD,1
calcutta,NA,india,origin,1,SAUGOR ROADS,1
calcutta,NA,NA,origin,1,CHINTSURA,1
caldera,NA,chile,origin,1,MORAO DE COPIAPO,1
camariñas,NA,spain,destination,1,CAMARIÑAS,1
camarones,NA,cameroon,destination,1,CAMMEROENES,1
campeche,yucatan,mexico,origin,1,CAMPECHE,1
cap de bonne-espérance,NA,NA,origin,1,CAP DE BONNE-ESPÉRANCE,1
cap de diemen,NA,NA,origin,1,CAP DE DIEMEN,1
cap-haitien,NA,haiti,destination,8,ST DOMINGUE,8
cap-haitien,NA,haiti,origin,7,CAP,7
cap-haitien,NA,haiti,origin,1,CAAP FRANCAIS,1
cap-haitien,NA,haiti,origin,1,CAP FRANCAIS,1
cap-haitien,NA,haiti,origin,1,CAP FRANCAISE,1
cap-haitien,NA,haiti,origin,1,CAP FRANCOIS,1
cap-haitien,NA,haiti,origin,1,CAPE FRANCOIS HARBOUR,1
cap-haitien,NA,haiti,origin,1,"CAPE FRANCOIS HARBOUR, HISPANOLA",1
cape comerin,tamil naidu,india,origin,1,CAPE COMERIN,1
cape delgada,NA,NA,origin,1,CAPE DELGADA,1
cape fear,north carolina,united states,origin,1,CAPE FEAR,1
cape florida,florida,united states,origin,1,CAPE FLORIDA,1
cape florida,florida,united states,origin,1,CAPE OF FLORIDA,1
cape henlopen,NA,NA,origin,1,CAPE HENLOPEN,1
cape henry,NA,NA,destination,2,CAPE HENRY,2
cape lahabe,NA,NA,destination,1,CAPE LAHABE,1
cape land,NA,NA,destination,1,CAPE LAND,1
cape lougan,NA,NA,origin,1,CAPE LOUGAN,1
cape mount,NA,NA,destination,1,CAPE MOUNT,1
cape negrais,NA,burma,destination,1,CAPE NEGRAIS BURMA,1
cape nicholas,NA,san domingo,origin,2,CAPE NICHOLAS,2
cape nicholas,NA,san domingo,origin,1,CAPE NICHOLAS (SANTO DOMINGO),1
cape nicholas,NA,san domingo,destination,1,"CAPE NICHOLAS, SAN DOMINGO",1
cape of good hope,NA,south africa,destination,42,KAAP DE GOEDE HOOP,25
cape of good hope,NA,south africa,destination,42,CAPE OF GOOD HOPE,13
cape of good hope,NA,south africa,destination,42,SIMONSBAAI,4
cape of good hope,NA,south africa,destination,42,TABE BAY,1
cape of good hope,NA,south africa,origin,27,SIMONS BAY,12
cape of good hope,NA,south africa,origin,27,CAPE,4
cape of good hope,NA,south africa,origin,27,SIMON'S BAY,4
cape of good hope,NA,south africa,origin,27,CRUISE OFF CAPE,3
cape of good hope,NA,south africa,origin,27,CAPE GOOD HOPE,2
cape of good hope,NA,south africa,origin,27,FALSE BAY,1
cape of good hope,NA,south africa,origin,27,SIMONSBAAIJ,1
cape of good hope,NA,NA,destination,2,CABO DE GOEDE HOOP,2
cape of good hope,NA,south africa,origin,1,CAPE AGULLAS,1
cape of good hope,NA,south africa,origin,1,CAPE LAGUALLAS,1
cape of good hope,NA,south africa,origin,1,CAPE LAGULAS,1
cape of good hope,NA,south africa,origin,1,CAPE LAGULLAS,1
cape of good hope,NA,south africa,origin,1,BAAI FALS,1
cape of good hope,NA,south africa,origin,1,BAAI FALSO,1
cape of good hope,NA,south africa,destination,1,BAAIJ FALSO,1
cape of good hope,NA,NA,origin,1,CAAP DE GOEDE HOOP,1
cape of good hope,NA,NA,destination,1,KAAP DE GOEDE HOOP,25
cape of good hope,NA,NA,destination,1,CAPE OF GOOD HOPE,13
cape of good hope,NA,NA,destination,1,SIMONSBAAI,4
cape of good hope,NA,NA,destination,1,TABE BAY,1
cape of good hope,NA,south africa,origin,1,KAAP DE GOEDE HOOP VIA O. INDIE,1
cape of good hope,NA,south africa,destination,1,VALSBAAI,1
cape pillar,NA,NA,origin,1,CAPE PILLAR,1
cape ray,newfoundland,canada,origin,1,CAPE RAY (NEWFOUNDLAND),1
cape sambrough,NA,NA,origin,1,CAPE SAMBROUGH,1
cape spartel,NA,NA,origin,1,CAPE SPARTEL,1
cape spear,newfoundland,canada,origin,1,CAPE SPEAR (NEWFOUNDLAND),1
cape st marie,NA,NA,destination,1,CAPE ST MARIE,1
cape st mary,NA,NA,destination,1,CAPE ST MARY,1
cape st nicholas,NA,NA,origin,1,CAPE ST NICHOLAS,1
cape st vincent,NA,NA,origin,2,CAPE ST VINCENT,2
cape town,NA,south africa,origin,55,TABLE BAY,51
cape town,NA,south africa,origin,55,KAAPSTAD,4
cape town,NA,NA,origin,2,TAFELBAAI,2
cape town,NA,south africa,destination,1,CAPE TOWN,1
cape town,NA,south africa,origin,1,SALDANHA,1
cape town,NA,south africa,origin,1,SALDANHA BAY,1
cape verde,NA,cape verde,origin,1,CAPE DE VERDE,1
cape verde,NA,NA,origin,1,KAAP VERDE,1
cape virgin,NA,NA,origin,1,CAPE VIRGIN,1
caribe,NA,NA,origin,1,CARIBE,1
caribean,NA,NA,origin,3,CARIBEAN,3
carnar,NA,NA,origin,1,CARNAR,1
carrick road,NA,NA,origin,2,CARRICK ROAD,2
cartagena,NA,spain,origin,4,CARTAGENA,4
cartagena,NA,spain,destination,1,CARTAGENA (ESPAÑA),1
cartagena,NA,spain,origin,1,I. DEL CUERVO,1
casserijen,NA,NA,origin,1,CASSERIJEN,1
castries,NA,russia,origin,1,CASTRIES,1
cayenne,NA,french guiana,destination,2,CAYENNE,2
cayman islands,NA,uk,origin,1,CAYMANS BAY (CAPE),1
ceserijen,NA,NA,origin,1,CESERIJEN,1
charleston,south carolina,united states,destination,1,ASHLEY RIVER,1
charleston,south carolina,united states,destination,1,"PORT ROYAL, SOUTH CAROLINA",1
charlestown,south carolina,united states,origin,14,CHARLESTOWN,11
charlestown,south carolina,united states,origin,14,CHARLESTON,3
charlestown,south carolina,united states,origin,5,CHARLES TOWN,5
charlestown,south carolina,united states,destination,3,CAROLINA,1
charlestown,south carolina,united states,destination,3,CHALESTOWN,1
charlestown,south carolina,united states,destination,3,CHARLESTOWN N.CAROLINA,1
chatham,kent,uk,destination,1,CHATHAM,1
chebuto,NA,NA,destination,1,CHEBUTO,1
cheribon,NA,indonesia,origin,1,CHEREBON ROAD,1
cheribon,NA,indonesia,origin,1,CHERIBON,1
chibucto harbour,halifax,canada,origin,1,CHIBUCTO HARBOUR (HALIFAX),1
chiloé,NA,chile,origin,1,CHILOÉ,1
christiaan zand,NA,NA,destination,1,CHRISTIAAN ZAND,1
christmas island,NA,australia,destination,1,CHRISTMAS ISLAND,1
christmas island,NA,australia,destination,1,JAVA (XMAS ISLAND),1
churchill,manitoba,canada,origin,6,YORK FACTORY,4
churchill,manitoba,canada,origin,6,CHURCHILL,2
churchill,NA,canada,origin,1,HUDSON BAY,1
churchill,NA,canada,destination,1,HUDSON BAY CHURCHILL,1
churchill,NA,NA,origin,1,HUDSON BAY MOOSE,1
cléire,NA,ireland,origin,3,CAPE CLEAR,3
coastal caribean,NA,NA,origin,2,COASTAL CARIBEAN,2
coastal english channel,NA,NA,origin,1,COASTAL ENGLISH CHANNEL,1
coastal gulf of guinee,NA,NA,origin,1,COASTAL GULF OF GUINEE,1
coastal to cochin,NA,NA,destination,1,COASTAL TO COCHIN,1
cochine,NA,NA,origin,1,COCHINE,1
collemoye,NA,NA,destination,1,COLLEMOYE,1
colombo,NA,sri lanka,destination,19,CEYLON,9
colombo,NA,sri lanka,destination,19,COLOMBO,8
colombo,NA,sri lanka,destination,19,"COLOMBO, CEYLON",1
colombo,NA,sri lanka,destination,19,COLUMBO,1
colombo,NA,sri lanka,origin,1,COLOMBO (SRI LANKA),1
colombo,NA,sri lanka,destination,1,"POINT DE GALLE ROAD, CEYLON",1
concepción,NA,chile,origin,3,CONCEPCIÓN (CHILE),2
concepción,NA,chile,origin,3,LA CONCEPCIÓN DE CHILE,1
concepción,NA,chile,destination,1,CONCEPCION DE CHILE,1
connecticutt,connecticutt,united states,origin,1,CONNECTICUTT,1
copenhagen,NA,denmark,destination,1,KOPENHAGEN,1
cork,NA,ireland,origin,27,CORK,22
cork,NA,ireland,origin,27,KINSALE,4
cork,NA,ireland,origin,27,CORK (WESTERN APPROACHES),1
cork,NA,ireland,origin,1,KINGSALE,1
cork,NA,ireland,origin,1,KINSALE (EIRE),1
cork,NA,ireland,origin,1,KINSALE ROAD,1
cork,NA,ireland,destination,1,IERLAND,1
cormantijn,NA,ghana,origin,1,CORMANTIJN,1
coruña,NA,spain,origin,31,LA CORUÑA,30
coruña,NA,spain,origin,31,CORUÑA,1
corvo,NA,cape verde,origin,1,CORVO,1
crany island,NA,NA,origin,1,CRANY ISLAND,1
crew setra,NA,NA,origin,1,CREW SETRA,1
crookhaven,NA,NA,origin,1,CROOKHAVEN,1
croque,newfoundland,canada,origin,1,"CROQUE, NEWFOUNDLAND",1
cruising caribbean,NA,caribbean,origin,1,CRUISING CARIBEAN,1
cuddalore,tamil naidu,India,destination,2,CUDDALORE,2
cuddalore,NA,india,origin,2,FORT ST DAVID,2
cuddalore,NA,india,origin,1,FORT ST DAVIDS ROAD,1
cumbava,NA,seychelles,origin,1,CUMBAVA,1
curaçao,NA,NA,destination,2,CURAÇAO,2
dakar,NA,senegal,destination,12,GOREE,6
dakar,NA,senegal,destination,12,SENEGAL,6
dakar,NA,senegal,origin,3,CAPE VERDE (DAKAR),1
dakar,NA,senegal,origin,3,SENEGAL RIVER,1
dakar,NA,senegal,origin,3,SENEGAL ROAD,1
decima,NA,NA,destination,1,DECIMA,1
delaware,NA,united states,origin,1,DELAWARE,1
delfzijl,NA,netherlands,destination,1,DELFZIJL,1
dellago bay,NA,NA,origin,1,DELLAGO BAY,1
den helder,NA,netherlands,destination,16,NEDERLAND,15
den helder,NA,netherlands,destination,16,NIEUWE DIEP,1
den helder,NA,netherlands,origin,4,NIEUWEDIEP,4
den helder,NA,netherlands,destination,2,THE NETHERLANDS,2
den helder,NA,netherlands,origin,1,HOLLAND,1
den helder,NA,netherlands,origin,1,DUINS,1
diego garcia,british indian ocean territory,uk,origin,1,DIEGO GARCIA,1
dixcove,NA,ghana,destination,1,DICKIS COVE,1
dixcove,NA,ghana,destination,1,DIX COVE,1
dominica,NA,lesser antilles,destination,1,DOMINICO,1
dominica,NA,lesser antilles,origin,1,DOMINIQUE,1
dominica,NA,lesser antilles,destination,1,"DOMINIQUE, CADIX, MALAGUA ET RETOUR A BREST",1
douala,NA,cameroon,destination,1,CAMARONES,1
douala,NA,cameroon,destination,1,RIO CAMEROUN,1
dover,NA,uk,origin,2,DOVER,2
downs,NA,uk,destination,49,DOWNS,35
downs,NA,uk,destination,49,DOWNS UK,7
downs,NA,uk,destination,49,DOWNS VIA ST HELENA,2
downs,NA,uk,destination,49,THE DOWNS,2
downs,NA,uk,destination,49,DOWNS (ENGLAND),1
downs,NA,uk,destination,49,DOWNS UK VIA ST HELENA,1
downs,NA,uk,destination,49,"THE DOWNS, UK",1
downs,NA,uk,destination,1,DOWNES,1
downs,NA,uk,origin,1,THE DOWNES,1
downs,NA,uk,destination,1,UK(?),1
dublin,NA,ireland,origin,1,DUBLIN BAY,1
dungeness,NA,NA,origin,2,DUNGENESS,2
dungeness,NA,NA,destination,1,DUNGERNESS,1
east river,NA,NA,destination,1,EAST RIVER,1
easter island,NA,chile,destination,6,ISLA DE PASCUA Y EL CALLAO,1
easter island,NA,chile,origin,1,EASTER ISLAND,1
easter island,NA,chile,origin,1,ILE DE PAQUE,1
easter island,NA,chile,origin,1,ISLA DE PASCUA,1
edinburgh,scotland,uk,destination,1,"SPITSBERGEN, EDINBURGH",1
elmina,NA,ghana,origin,14,ELMINA,9
elmina,NA,ghana,origin,14,ST GEORGE D'ELMINA,4
elmina,NA,ghana,origin,14,ST GEORGE D'ELMINAR,1
elmina,NA,ghana,origin,6,CAPE COAST,6
elmina,NA,ghana,origin,1,CAPE CORSE CASTLE,1
elmina,NA,ghana,origin,1,EL MINA,1
english bay,NA,antigua,destination,1,ANTEGUA,1
english bay,NA,antigua,origin,1,"ENGLISH BAY, ANTIGUA",1
epe,NA,nigeria,origin,1,EPPE,1
epe,NA,nigeria,origin,1,EPPEE,1
europa,NA,NA,origin,2,EUROPA,2
faial,azores,portugal,origin,11,FAYAL,6
faial,azores,portugal,origin,11,"FAYAL, AZORES",3
faial,azores,portugal,origin,11,AZOREN,1
faial,azores,portugal,origin,11,"ST MICHAELS, AZORES",1
faial,azores,portugal,destination,6,AZORES,3
faial,azores,portugal,destination,6,AZORES AND BACK,1
faial,azores,portugal,destination,6,CRUISE TO AZORES,1
faial,azores,portugal,destination,6,FAYAL ROAD AZORES,1
faial,azores,portugal,destination,1,GRATIOSA,1
falmouth,NA,uk,origin,15,FALMOUTH,15
falmouth,NA,uk,destination,1,FALMOUTH UK,1
fermouse,newfoundland,canada,destination,1,"FERMOUSE, NF",1
fernando de noronha,NA,brazil,origin,1,FERDINANDO LORONHO,1
fernando de noronha,NA,brazil,origin,1,FERNANDO NORONHA,1
ferrol,NA,spain,origin,9,FERROL,6
ferrol,NA,spain,origin,9,EL FERROL,2
ferrol,NA,spain,origin,9,FERROL HARBOUR,1
ferrol,NA,spain,destination,3,FERROL HARBOUR - CRUISING THE WESTERN APPROACHES,1
ferrol,NA,spain,destination,3,FERROL?,1
ferrol,NA,spain,destination,3,LISBOA-FERROL,1
ferrol,NA,spain,origin,1,FERRO,1
flat point,NA,indonesia,origin,1,FLAT POINT,1
florida,florida,united states,destination,1,"CUMBERLAND ISLAND, FLORIDA",1
florida,florida,united states,origin,1,FLORIDA,1
florida keys,florida,united states,origin,2,FLORIDA KEYS,2
fort dauphin,NA,madagascar,origin,1,FORT DAUPHIN,1
fort johnson,south carolina,united states,destination,1,FORT JOHNSON,1
fort royal,NA,jamaica,origin,34,JAMAICA,34
fort royal,NA,jamaica,origin,1,LONG BAY JAMAICA,1
fort royal,NA,jamaica,origin,1,PORT ANTOIO JAMAICA,1
fort royal,NA,jamaica,origin,1,PORT ANTONIO,1
fort william,newfoundland,canada,origin,2,FORT WILLIAM,2
freetown,NA,sierra leone,origin,2,CAPE SIERRA LEONE,2
freetown,NA,sierra leone,destination,2,SIERA LEONE,1
freetown,NA,sierra leone,destination,2,SIERRA LION,1
freetown,NA,sierra leone,origin,2,SIERRA LEONE,2
freetown,NA,sierra leone,destination,2,KAAP MASURADO,2
freetown,NA,sierra leone,origin,1,CAPE SERRA LION,1
freetown,NA,sierra leone,origin,1,SIERRA LEON,1
freetown,NA,sierra leone,destination,1,KAAP MAZURADO,1
freetown,NA,sierra leone,destination,1,KAAP MONTE,1
freetown,NA,sierra leone,destination,1,KUST VAN AFRIKA,1
galle,NA,sri lanka,origin,7,PUNTO GALE,3
galle,NA,sri lanka,origin,7,GALLE,2
galle,NA,sri lanka,origin,7,POINT DE GALLE,2
galle,NA,sri lanka,origin,1,GALE,1
galle,NA,sri lanka,origin,1,PUNTE GALE,1
galle,NA,sri lanka,origin,1,PUNTO GALLE,1
gambia,NA,gambia,destination,2,GAMBIA,2
gambia,NA,gambia,origin,1,GAMBIA RIVER,1
